"Session_ID","Round","Algorithm_Used","Arm","Device_Type","Time_of_Day","Reward","True_CTR","Cumulative_Reward","Regret","Cumulative_Regret"
1421,1421,"Random (Pure Exploration)","Ad_C","Desktop","Afternoon",0,0.12,132,0,47.0000000000001
1422,1422,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,132,0.02,47.0200000000001
1423,1423,"Random (Pure Exploration)","Ad_A","Mobile","Afternoon",1,0.05,133,0.07,47.0900000000001
1424,1424,"Random (Pure Exploration)","Ad_B","Desktop","Afternoon",0,0.08,133,0.04,47.1300000000001
1425,1425,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,133,0.07,47.2000000000001
1426,1426,"Random (Pure Exploration)","Ad_C","Desktop","Evening",0,0.12,133,0,47.2000000000001
1427,1427,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",0,0.05,133,0.07,47.2700000000001
1428,1428,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,133,0.04,47.3100000000001
1429,1429,"Random (Pure Exploration)","Ad_D","Tablet","Evening",0,0.1,133,0.02,47.3300000000001
1430,1430,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,133,0.07,47.4000000000001
1431,1431,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,133,0,47.4000000000001
1432,1432,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,133,0.04,47.4400000000001
1433,1433,"Random (Pure Exploration)","Ad_A","Tablet","Morning",0,0.05,133,0.07,47.5100000000001
1434,1434,"Random (Pure Exploration)","Ad_B","Desktop","Afternoon",0,0.08,133,0.04,47.5500000000001
1435,1435,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,133,0.07,47.6200000000001
1436,1436,"Random (Pure Exploration)","Ad_B","Tablet","Evening",0,0.08,133,0.04,47.6600000000001
1437,1437,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,133,0.04,47.7000000000001
1438,1438,"Random (Pure Exploration)","Ad_D","Desktop","Evening",0,0.1,133,0.02,47.7200000000001
1439,1439,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,133,0.07,47.7900000000001
1440,1440,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,133,0,47.7900000000001
1441,1441,"Random (Pure Exploration)","Ad_A","Mobile","Morning",0,0.05,133,0.07,47.8600000000001
1442,1442,"Random (Pure Exploration)","Ad_B","Mobile","Afternoon",0,0.08,133,0.04,47.9000000000001
1443,1443,"Random (Pure Exploration)","Ad_C","Desktop","Afternoon",0,0.12,133,0,47.9000000000001
1444,1444,"Random (Pure Exploration)","Ad_B","Mobile","Afternoon",0,0.08,133,0.04,47.9400000000001
1445,1445,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,133,0.02,47.9600000000001
1446,1446,"Random (Pure Exploration)","Ad_C","Mobile","Evening",0,0.12,133,0,47.9600000000001
1447,1447,"Random (Pure Exploration)","Ad_D","Tablet","Evening",0,0.1,133,0.02,47.9800000000001
1448,1448,"Random (Pure Exploration)","Ad_A","Tablet","Evening",0,0.05,133,0.07,48.0500000000001
1449,1449,"Random (Pure Exploration)","Ad_A","Mobile","Afternoon",0,0.05,133,0.07,48.1200000000001
1450,1450,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,133,0.04,48.1600000000001
1451,1451,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,133,0,48.1600000000001
1452,1452,"Random (Pure Exploration)","Ad_A","Mobile","Evening",0,0.05,133,0.07,48.2300000000001
1453,1453,"Random (Pure Exploration)","Ad_B","Mobile","Evening",1,0.08,134,0.04,48.2700000000001
1454,1454,"Random (Pure Exploration)","Ad_A","Mobile","Afternoon",0,0.05,134,0.07,48.3400000000001
1455,1455,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,134,0.02,48.3600000000001
1456,1456,"Random (Pure Exploration)","Ad_C","Tablet","Evening",0,0.12,134,0,48.3600000000001
1457,1457,"Random (Pure Exploration)","Ad_A","Tablet","Morning",0,0.05,134,0.07,48.4300000000001
1458,1458,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",1,0.12,135,0,48.4300000000001
1459,1459,"Random (Pure Exploration)","Ad_B","Mobile","Evening",0,0.08,135,0.04,48.4700000000001
1460,1460,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,135,0.04,48.5100000000001
1461,1461,"Random (Pure Exploration)","Ad_B","Tablet","Morning",0,0.08,135,0.04,48.5500000000001
1462,1462,"Random (Pure Exploration)","Ad_C","Desktop","Evening",0,0.12,135,0,48.5500000000001
1463,1463,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,135,0.02,48.5700000000001
1464,1464,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,135,0.04,48.6100000000001
1465,1465,"Random (Pure Exploration)","Ad_D","Mobile","Evening",0,0.1,135,0.02,48.6300000000001
1466,1466,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,135,0.04,48.6700000000001
1467,1467,"Random (Pure Exploration)","Ad_C","Desktop","Evening",0,0.12,135,0,48.6700000000001
1468,1468,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,135,0.07,48.7400000000001
1469,1469,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,135,0,48.7400000000001
1470,1470,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,135,0.02,48.7600000000001
1471,1471,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,135,0,48.7600000000001
1472,1472,"Random (Pure Exploration)","Ad_D","Tablet","Evening",0,0.1,135,0.02,48.7800000000001
1473,1473,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,135,0.04,48.8200000000001
1474,1474,"Random (Pure Exploration)","Ad_C","Mobile","Evening",0,0.12,135,0,48.8200000000001
1475,1475,"Random (Pure Exploration)","Ad_D","Mobile","Afternoon",0,0.1,135,0.02,48.8400000000001
1476,1476,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,135,0.07,48.9100000000001
1477,1477,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",0,0.05,135,0.07,48.9800000000001
1478,1478,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,135,0.07,49.0500000000001
1479,1479,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,135,0,49.0500000000001
1480,1480,"Random (Pure Exploration)","Ad_D","Tablet","Evening",0,0.1,135,0.02,49.0700000000001
1481,1481,"Random (Pure Exploration)","Ad_A","Mobile","Afternoon",0,0.05,135,0.07,49.1400000000001
1482,1482,"Random (Pure Exploration)","Ad_A","Mobile","Evening",0,0.05,135,0.07,49.2100000000001
1483,1483,"Random (Pure Exploration)","Ad_A","Tablet","Morning",0,0.05,135,0.07,49.2800000000001
1484,1484,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",0,0.05,135,0.07,49.3500000000001
1485,1485,"Random (Pure Exploration)","Ad_A","Tablet","Morning",0,0.05,135,0.07,49.4200000000001
1486,1486,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,135,0.02,49.4400000000001
1487,1487,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,135,0,49.4400000000001
1488,1488,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,135,0,49.4400000000001
1489,1489,"Random (Pure Exploration)","Ad_B","Desktop","Morning",0,0.08,135,0.04,49.4800000000001
1490,1490,"Random (Pure Exploration)","Ad_A","Mobile","Evening",1,0.05,136,0.07,49.5500000000001
1491,1491,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,136,0.07,49.6200000000001
1492,1492,"Random (Pure Exploration)","Ad_C","Mobile","Evening",1,0.12,137,0,49.6200000000001
1493,1493,"Random (Pure Exploration)","Ad_D","Desktop","Morning",0,0.1,137,0.02,49.6400000000001
1494,1494,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,137,0,49.6400000000001
1495,1495,"Random (Pure Exploration)","Ad_C","Mobile","Evening",1,0.12,138,0,49.6400000000001
1496,1496,"Random (Pure Exploration)","Ad_D","Desktop","Morning",0,0.1,138,0.02,49.6600000000001
1497,1497,"Random (Pure Exploration)","Ad_A","Desktop","Morning",0,0.05,138,0.07,49.7300000000001
1498,1498,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,138,0.07,49.8000000000001
1499,1499,"Random (Pure Exploration)","Ad_A","Mobile","Afternoon",0,0.05,138,0.07,49.8700000000001
1500,1500,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,138,0.04,49.9100000000001
1501,1501,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",1,0.1,139,0.02,49.9300000000001
1502,1502,"Random (Pure Exploration)","Ad_D","Tablet","Evening",0,0.1,139,0.02,49.9500000000001
1503,1503,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,139,0.07,50.0200000000001
1504,1504,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,139,0,50.0200000000001
1505,1505,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,139,0,50.0200000000001
1506,1506,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",0,0.05,139,0.07,50.0900000000001
1507,1507,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,139,0,50.0900000000001
1508,1508,"Random (Pure Exploration)","Ad_C","Mobile","Evening",0,0.12,139,0,50.0900000000001
1509,1509,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,139,0.04,50.1300000000001
1510,1510,"Random (Pure Exploration)","Ad_C","Desktop","Morning",0,0.12,139,0,50.1300000000001
1511,1511,"Random (Pure Exploration)","Ad_C","Mobile","Evening",0,0.12,139,0,50.1300000000001
1512,1512,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,139,0.07,50.2000000000001
1513,1513,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",0,0.05,139,0.07,50.2700000000001
1514,1514,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,139,0.02,50.2900000000001
1515,1515,"Random (Pure Exploration)","Ad_B","Mobile","Evening",0,0.08,139,0.04,50.3300000000001
1516,1516,"Random (Pure Exploration)","Ad_C","Mobile","Evening",0,0.12,139,0,50.3300000000001
1517,1517,"Random (Pure Exploration)","Ad_D","Mobile","Afternoon",0,0.1,139,0.02,50.3500000000001
1518,1518,"Random (Pure Exploration)","Ad_C","Desktop","Afternoon",0,0.12,139,0,50.3500000000001
1519,1519,"Random (Pure Exploration)","Ad_B","Tablet","Morning",0,0.08,139,0.04,50.3900000000001
1520,1520,"Random (Pure Exploration)","Ad_B","Desktop","Morning",0,0.08,139,0.04,50.4300000000001
1521,1521,"Random (Pure Exploration)","Ad_A","Mobile","Morning",0,0.05,139,0.07,50.5000000000001
1522,1522,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,139,0,50.5000000000001
1523,1523,"Random (Pure Exploration)","Ad_B","Tablet","Evening",1,0.08,140,0.04,50.5400000000001
1524,1524,"Random (Pure Exploration)","Ad_A","Tablet","Evening",0,0.05,140,0.07,50.6100000000001
1525,1525,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,140,0,50.6100000000001
1526,1526,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,140,0.07,50.6800000000001
1527,1527,"Random (Pure Exploration)","Ad_D","Mobile","Afternoon",0,0.1,140,0.02,50.7000000000001
1528,1528,"Random (Pure Exploration)","Ad_B","Tablet","Evening",0,0.08,140,0.04,50.7400000000001
1529,1529,"Random (Pure Exploration)","Ad_C","Tablet","Evening",0,0.12,140,0,50.7400000000001
1530,1530,"Random (Pure Exploration)","Ad_C","Desktop","Afternoon",0,0.12,140,0,50.7400000000001
1531,1531,"Random (Pure Exploration)","Ad_A","Desktop","Morning",0,0.05,140,0.07,50.8100000000001
1532,1532,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,140,0,50.8100000000001
1533,1533,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,140,0.02,50.8300000000001
1534,1534,"Random (Pure Exploration)","Ad_A","Mobile","Evening",0,0.05,140,0.07,50.9000000000001
1535,1535,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,140,0.04,50.9400000000001
1536,1536,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,140,0.02,50.9600000000002
1537,1537,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,140,0.02,50.9800000000002
1538,1538,"Random (Pure Exploration)","Ad_D","Mobile","Morning",0,0.1,140,0.02,51.0000000000002
1539,1539,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,140,0.04,51.0400000000002
1540,1540,"Random (Pure Exploration)","Ad_D","Mobile","Morning",0,0.1,140,0.02,51.0600000000002
1541,1541,"Random (Pure Exploration)","Ad_A","Desktop","Morning",0,0.05,140,0.07,51.1300000000002
1542,1542,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,140,0.04,51.1700000000002
1543,1543,"Random (Pure Exploration)","Ad_B","Desktop","Afternoon",0,0.08,140,0.04,51.2100000000002
1544,1544,"Random (Pure Exploration)","Ad_B","Tablet","Morning",0,0.08,140,0.04,51.2500000000002
1545,1545,"Random (Pure Exploration)","Ad_A","Tablet","Evening",1,0.05,141,0.07,51.3200000000002
1546,1546,"Random (Pure Exploration)","Ad_C","Mobile","Evening",1,0.12,142,0,51.3200000000002
1547,1547,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,142,0.07,51.3900000000002
1548,1548,"Random (Pure Exploration)","Ad_A","Mobile","Morning",0,0.05,142,0.07,51.4600000000002
1549,1549,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,142,0.07,51.5300000000002
1550,1550,"Random (Pure Exploration)","Ad_B","Mobile","Afternoon",0,0.08,142,0.04,51.5700000000002
1551,1551,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,142,0.04,51.6100000000002
1552,1552,"Random (Pure Exploration)","Ad_C","Desktop","Morning",0,0.12,142,0,51.6100000000002
1553,1553,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,142,0.04,51.6500000000002
1554,1554,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,142,0,51.6500000000002
1555,1555,"Random (Pure Exploration)","Ad_B","Desktop","Afternoon",0,0.08,142,0.04,51.6900000000002
1556,1556,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,142,0.04,51.7300000000002
1557,1557,"Random (Pure Exploration)","Ad_C","Tablet","Evening",0,0.12,142,0,51.7300000000002
1558,1558,"Random (Pure Exploration)","Ad_D","Tablet","Morning",1,0.1,143,0.02,51.7500000000002
1559,1559,"Random (Pure Exploration)","Ad_B","Tablet","Morning",0,0.08,143,0.04,51.7900000000002
1560,1560,"Random (Pure Exploration)","Ad_C","Mobile","Evening",0,0.12,143,0,51.7900000000002
1561,1561,"Random (Pure Exploration)","Ad_D","Tablet","Morning",0,0.1,143,0.02,51.8100000000002
1562,1562,"Random (Pure Exploration)","Ad_C","Desktop","Evening",0,0.12,143,0,51.8100000000002
1563,1563,"Random (Pure Exploration)","Ad_D","Mobile","Morning",0,0.1,143,0.02,51.8300000000002
1564,1564,"Random (Pure Exploration)","Ad_A","Mobile","Morning",0,0.05,143,0.07,51.9000000000002
1565,1565,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,143,0.04,51.9400000000002
1566,1566,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",1,0.05,144,0.07,52.0100000000002
1567,1567,"Random (Pure Exploration)","Ad_B","Desktop","Morning",0,0.08,144,0.04,52.0500000000002
1568,1568,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,144,0.07,52.1200000000002
1569,1569,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,144,0.02,52.1400000000002
1570,1570,"Random (Pure Exploration)","Ad_A","Mobile","Evening",0,0.05,144,0.07,52.2100000000002
1571,1571,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,144,0.04,52.2500000000002
1572,1572,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,144,0.02,52.2700000000002
1573,1573,"Random (Pure Exploration)","Ad_D","Tablet","Evening",0,0.1,144,0.02,52.2900000000002
1574,1574,"Random (Pure Exploration)","Ad_B","Tablet","Morning",0,0.08,144,0.04,52.3300000000002
1575,1575,"Random (Pure Exploration)","Ad_A","Mobile","Morning",0,0.05,144,0.07,52.4000000000002
1576,1576,"Random (Pure Exploration)","Ad_D","Desktop","Morning",0,0.1,144,0.02,52.4200000000002
1577,1577,"Random (Pure Exploration)","Ad_D","Tablet","Morning",0,0.1,144,0.02,52.4400000000002
1578,1578,"Random (Pure Exploration)","Ad_C","Tablet","Evening",0,0.12,144,0,52.4400000000002
1579,1579,"Random (Pure Exploration)","Ad_B","Tablet","Evening",0,0.08,144,0.04,52.4800000000002
1580,1580,"Random (Pure Exploration)","Ad_A","Mobile","Evening",0,0.05,144,0.07,52.5500000000002
1581,1581,"Random (Pure Exploration)","Ad_A","Tablet","Evening",0,0.05,144,0.07,52.6200000000002
1582,1582,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,144,0,52.6200000000002
1583,1583,"Random (Pure Exploration)","Ad_D","Mobile","Evening",0,0.1,144,0.02,52.6400000000002
1584,1584,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,144,0,52.6400000000002
1585,1585,"Random (Pure Exploration)","Ad_D","Mobile","Morning",0,0.1,144,0.02,52.6600000000002
1586,1586,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,144,0.04,52.7000000000002
1587,1587,"Random (Pure Exploration)","Ad_B","Mobile","Evening",0,0.08,144,0.04,52.7400000000002
1588,1588,"Random (Pure Exploration)","Ad_A","Tablet","Evening",0,0.05,144,0.07,52.8100000000002
1589,1589,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,144,0.02,52.8300000000002
1590,1590,"Random (Pure Exploration)","Ad_D","Desktop","Morning",0,0.1,144,0.02,52.8500000000002
1591,1591,"Random (Pure Exploration)","Ad_B","Mobile","Afternoon",0,0.08,144,0.04,52.8900000000002
1592,1592,"Random (Pure Exploration)","Ad_A","Mobile","Morning",0,0.05,144,0.07,52.9600000000002
1593,1593,"Random (Pure Exploration)","Ad_D","Desktop","Evening",0,0.1,144,0.02,52.9800000000002
1594,1594,"Random (Pure Exploration)","Ad_C","Desktop","Morning",0,0.12,144,0,52.9800000000002
1595,1595,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,144,0.04,53.0200000000002
1596,1596,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,144,0,53.0200000000002
1597,1597,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,144,0.04,53.0600000000002
1598,1598,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,144,0.02,53.0800000000002
1599,1599,"Random (Pure Exploration)","Ad_D","Mobile","Morning",0,0.1,144,0.02,53.1000000000002
1600,1600,"Random (Pure Exploration)","Ad_C","Tablet","Morning",1,0.12,145,0,53.1000000000002
1601,1601,"Random (Pure Exploration)","Ad_C","Tablet","Evening",0,0.12,145,0,53.1000000000002
1602,1602,"Random (Pure Exploration)","Ad_A","Desktop","Morning",0,0.05,145,0.07,53.1700000000002
1603,1603,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,145,0.04,53.2100000000002
1604,1604,"Random (Pure Exploration)","Ad_B","Mobile","Evening",0,0.08,145,0.04,53.2500000000002
1605,1605,"Random (Pure Exploration)","Ad_C","Tablet","Evening",0,0.12,145,0,53.2500000000002
1606,1606,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,145,0,53.2500000000002
1607,1607,"Random (Pure Exploration)","Ad_A","Tablet","Evening",0,0.05,145,0.07,53.3200000000002
1608,1608,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,145,0,53.3200000000002
1609,1609,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",1,0.12,146,0,53.3200000000002
1610,1610,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",0,0.05,146,0.07,53.3900000000002
1611,1611,"Random (Pure Exploration)","Ad_A","Mobile","Morning",0,0.05,146,0.07,53.4600000000002
1612,1612,"Random (Pure Exploration)","Ad_D","Tablet","Evening",0,0.1,146,0.02,53.4800000000002
1613,1613,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,146,0.07,53.5500000000002
1614,1614,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,146,0.07,53.6200000000002
1615,1615,"Random (Pure Exploration)","Ad_D","Mobile","Evening",0,0.1,146,0.02,53.6400000000002
1616,1616,"Random (Pure Exploration)","Ad_D","Desktop","Evening",0,0.1,146,0.02,53.6600000000002
1617,1617,"Random (Pure Exploration)","Ad_B","Tablet","Evening",0,0.08,146,0.04,53.7000000000002
1618,1618,"Random (Pure Exploration)","Ad_A","Desktop","Morning",0,0.05,146,0.07,53.7700000000002
1619,1619,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,146,0.04,53.8100000000002
1620,1620,"Random (Pure Exploration)","Ad_A","Desktop","Evening",0,0.05,146,0.07,53.8800000000002
1621,1621,"Random (Pure Exploration)","Ad_C","Mobile","Morning",1,0.12,147,0,53.8800000000002
1622,1622,"Random (Pure Exploration)","Ad_A","Mobile","Evening",0,0.05,147,0.07,53.9500000000002
1623,1623,"Random (Pure Exploration)","Ad_D","Tablet","Morning",0,0.1,147,0.02,53.9700000000002
1624,1624,"Random (Pure Exploration)","Ad_B","Tablet","Evening",0,0.08,147,0.04,54.0100000000002
1625,1625,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,147,0,54.0100000000002
1626,1626,"Random (Pure Exploration)","Ad_A","Desktop","Morning",0,0.05,147,0.07,54.0800000000002
1627,1627,"Random (Pure Exploration)","Ad_C","Tablet","Morning",0,0.12,147,0,54.0800000000002
1628,1628,"Random (Pure Exploration)","Ad_A","Tablet","Morning",0,0.05,147,0.07,54.1500000000002
1629,1629,"Random (Pure Exploration)","Ad_A","Mobile","Evening",0,0.05,147,0.07,54.2200000000002
1630,1630,"Random (Pure Exploration)","Ad_D","Mobile","Afternoon",0,0.1,147,0.02,54.2400000000002
1631,1631,"Random (Pure Exploration)","Ad_D","Mobile","Afternoon",0,0.1,147,0.02,54.2600000000002
1632,1632,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,147,0.02,54.2800000000002
1633,1633,"Random (Pure Exploration)","Ad_D","Mobile","Evening",0,0.1,147,0.02,54.3000000000002
1634,1634,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,147,0.04,54.3400000000002
1635,1635,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,147,0.07,54.4100000000002
1636,1636,"Random (Pure Exploration)","Ad_A","Tablet","Evening",0,0.05,147,0.07,54.4800000000002
1637,1637,"Random (Pure Exploration)","Ad_A","Desktop","Afternoon",0,0.05,147,0.07,54.5500000000002
1638,1638,"Random (Pure Exploration)","Ad_B","Tablet","Morning",0,0.08,147,0.04,54.5900000000002
1639,1639,"Random (Pure Exploration)","Ad_B","Mobile","Evening",0,0.08,147,0.04,54.6300000000002
1640,1640,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",1,0.12,148,0,54.6300000000002
1641,1641,"Random (Pure Exploration)","Ad_A","Mobile","Afternoon",0,0.05,148,0.07,54.7000000000002
1642,1642,"Random (Pure Exploration)","Ad_D","Desktop","Morning",0,0.1,148,0.02,54.7200000000002
1643,1643,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,148,0,54.7200000000002
1644,1644,"Random (Pure Exploration)","Ad_B","Desktop","Afternoon",0,0.08,148,0.04,54.7600000000002
1645,1645,"Random (Pure Exploration)","Ad_B","Mobile","Afternoon",0,0.08,148,0.04,54.8000000000002
1646,1646,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,148,0,54.8000000000002
1647,1647,"Random (Pure Exploration)","Ad_D","Desktop","Afternoon",0,0.1,148,0.02,54.8200000000002
1648,1648,"Random (Pure Exploration)","Ad_D","Tablet","Morning",0,0.1,148,0.02,54.8400000000002
1649,1649,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,148,0,54.8400000000002
1650,1650,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,148,0.04,54.8800000000002
1651,1651,"Random (Pure Exploration)","Ad_D","Desktop","Evening",0,0.1,148,0.02,54.9000000000002
1652,1652,"Random (Pure Exploration)","Ad_C","Desktop","Evening",0,0.12,148,0,54.9000000000002
1653,1653,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,148,0,54.9000000000002
1654,1654,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,148,0,54.9000000000002
1655,1655,"Random (Pure Exploration)","Ad_C","Desktop","Afternoon",0,0.12,148,0,54.9000000000002
1656,1656,"Random (Pure Exploration)","Ad_B","Mobile","Morning",0,0.08,148,0.04,54.9400000000002
1657,1657,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,148,0.02,54.9600000000002
1658,1658,"Random (Pure Exploration)","Ad_B","Desktop","Afternoon",0,0.08,148,0.04,55.0000000000002
1659,1659,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,148,0,55.0000000000002
1660,1660,"Random (Pure Exploration)","Ad_C","Mobile","Morning",0,0.12,148,0,55.0000000000002
1661,1661,"Random (Pure Exploration)","Ad_D","Tablet","Afternoon",0,0.1,148,0.02,55.0200000000002
1662,1662,"Random (Pure Exploration)","Ad_C","Desktop","Evening",0,0.12,148,0,55.0200000000002
1663,1663,"Random (Pure Exploration)","Ad_D","Desktop","Evening",1,0.1,149,0.02,55.0400000000002
1664,1664,"Random (Pure Exploration)","Ad_C","Tablet","Evening",0,0.12,149,0,55.0400000000002
1665,1665,"Random (Pure Exploration)","Ad_B","Mobile","Morning",1,0.08,150,0.04,55.0800000000002
1666,1666,"Random (Pure Exploration)","Ad_C","Mobile","Afternoon",0,0.12,150,0,55.0800000000002
1667,1667,"Random (Pure Exploration)","Ad_B","Desktop","Evening",0,0.08,150,0.04,55.1200000000002
1668,1668,"Random (Pure Exploration)","Ad_A","Tablet","Morning",0,0.05,150,0.07,55.1900000000002
1669,1669,"Random (Pure Exploration)","Ad_A","Tablet","Afternoon",0,0.05,150,0.07,55.2600000000002
1670,1670,"Random (Pure Exploration)","Ad_B","Tablet","Afternoon",0,0.08,150,0.04,55.3000000000002
1671,1671,"Random (Pure Exploration)","Ad_B","Mobile","Evening",0,0.08,150,0.04,55.3400000000002
1672,1672,"Random (Pure Exploration)","Ad_D","Desktop","Morning",0,0.1,150,0.02,55.3600000000002
1673,1673,"Random (Pure Exploration)","Ad_C","Desktop","Morning",0,0.12,150,0,55.3600000000002
1674,1674,"Random (Pure Exploration)","Ad_C","Tablet","Afternoon",0,0.12,150,0,55.3600000000002
1675,1675,"Random (Pure Exploration)","Ad_D","Mobile","Evening",1,0.1,151,0.02,55.3800000000002
1676,1676,"Random (Pure Exploration)","Ad_A","Desktop","Morning",0,0.05,151,0.07,55.4500000000002
